	一些前言	\nPS1：请于【】处添加角色与画风的tag描述；若无，请直接添加于tag组前\nPS2：请注意，本法典早期大部分tag以Nai3模型为基础测试整理，目前已转为Nai4.5测试。理论Nai系列与其他AI模型如Noob等模型通用。（其他模型应用请自行转换权重）\nPS3：标有字底颜色为此次更新增添的tag，字号较小的为附注内容\nPS4：若分类中的tag寻找不到，请活用WPS或其他软件自带的CTRL+F快捷键进行快速检索\nPS5：本法典一般于每月下旬或特殊日期（生日、节日等）更新，且保持月更，可据此判断本所长法典是否为最新版本。\nPS6：本法典为无偿免费分享，由一般所长整理编纂，tag多来源于解构原典群与其他群群友，在此对tag提供者提出感谢。\nPS7:若对法典收集tag存在疑问或者错误反馈，可以通过QQ：2319231932或2213681558（小号）联系一般所长，添加好友时请备注缘由。\nPS8：此外，于此特别感谢御堂/神宫寺、KKO、泡面、七号、别里磕夫这几位群友在tag整理上的协助支持，帮我解决了很多费时费力的基础工作，再次感谢\nPS9：当各位看到这一条的时候，证明所长法典今日（2025.12.29）已经两岁啦！再次感谢在编辑法典中提供助力的各位，提供Tag的各位，以及谋面或者素未谋面的使用这本法典的各位！希望我们还能在法典三岁见面！
人物形象	坐身残酷军官	\n1girl,crossed legs,sitting on person,helmet,armor,open mouth,gloves,military hat,electricity,military uniform,white footwear,pixel art,high heels,robot,holding gun,knee boots,multiple boys,soldier,pointer,riding crop,head-mounted display,
人物形象	花落待归人	\n{{{black and white comic character}}},{{{greyscale,monochrome,ink painting}}},{illustration with background},from side,looking away,sakuramon,{upper body},floating hair,long sleeves,fantasy chinese clothes,jewelry,tassel,{cherry blossoms},falling petals,{{{{{colorful cherry blossoms}}}}},shadow shade,branch,{{{flat color}}},thick outlines,{limited palette},album cover,
人物形象	人面桃花	\n1girl,{{{{{{{close-up}}}}}}},{{{{branch}}}},{{sideways glance}},{{arm up}},looking at viewer,smile,from below,from outside,hand rest,leaning out of window,long sleeves,{{blurry background}},cherry blossoms,petals,blurry,open window,window,branch,blue theme,
人物形象	生于岩浆	\n1girl,volcanic glass sculptor,obsidian artist,skin with cooled lava patterns,obsidian-shard black hair,magma-glow amber eyes,carving flowing forms from volcanic glass,molten stone spraying,leaping between cooling rock formations,active volcanic workshop,lava flow channels,obsidian quarry faces,geothermal vents steaming,mineral-rich ash clouds swirling,primordial earth aesthetic,fiery creation,intense atmosphere,passionate emotion,lava spray frozen mid-air,heat distortion shimmer,obsidian fracture patterns,volcanic lightning captures,rapid cooling time-lapse,volcanic ambiance,
人物形象	依靠万圣节南瓜	\nhalloween,solo,1girl,skull ornament,choker,looking at viewer,thigh,eating lollipop,arm on small pumpkin,arm rest,leaning,close-up,blurry,out of frame,from side,night,bokeh,star,curtain,text:happy halloween,
人物形象	宇航服内的花束	\nface focus,blue butterfly,blue flower,butterfly,close-up,flower over mouth,flower in the helmet,headset,helmet,looking at animal,pink flower,solo,space,space helmet,spacesuit,upper body,yellow flower,form side,
人物形象	描线车站	\n1girl,solo,lineart,sketch,glowing,wearing jacket,pants,sneakers,carrying bag standing,from side train station,subway platform,train,blurred background,reflection,hearts cinematic lighting,bokeh,night,glowing effect full body,from side,eye level monochrome,
人物形象	原版	\n1girl,solo,lineart,sketch,glowing,wearing jacket,pants,sneakers,carrying bag standing,from side train station,subway platform,train,blurred background,reflection,hearts cinematic lighting,bokeh,night,glowing effect full body,from side,eye level monochrome,cool colors a glowing white line drawing of a girl stands on a subway platform at night. the background is a photograph of the station,blurred with beautiful bokeh from the train and platform lights.,as if she is listening to music. the composition places her on the right,looking left towards the waiting train,creating a sense of quiet anticipation. the floor has wet reflections,enhancing the atmospheric night scene.
人物形象	秋日散步	\nupper body,1girl,solo,beautiful detailed face,detailed eyes,flowing hair,soft smile,looking away from viewer,cozy sweater,scarf,warm clothing,walking,arms slightly open,enjoying the moment,relaxed pose,autumn forest path,lane,avenue of trees,sunbeams filtering through canopy,dense maple trees,fallen leaves on ground,sunlit forest,dappled light,path covered in leaves,natural lighting,golden hour,warm light,god rays,sunbeam,lens flare,cinematic lighting,soft shadows,volumetric lighting,rich colors,high texture,detailed leaves,silk-like gloss on leaves,“autumn gold” filter,warm color palette,golden hues,rich reds,vibrant yellows,saturated colors,harmonious tones,
人物形象	其他版本1	\n1girl,solo,beautiful detailed face,flowing hair,looking up,awe,wonder,parted lips,holding a camera,holding dslr camera,autumn park,under a large maple tree,red leaves,falling leaves,crowd in background,blurry figures,other people,park visitors,soft light,hazy,atmospheric perspective,diffused lighting,dappled light,light filtering through leaves,cinematic lighting,vibrant colors,painterly brushstrokes,low angle,from side,medium shot,composition from reference,orange theme,red theme,autumn color palette,
人物形象	流落小巷	\n{{{1girl}}},solo,{{disheveled clothes}},{{{messy hair}}},scared expression,walking into a {{dark alley}},grimy,wet ground,puddle,graffiti on brick wall,overflowing trash can,dramatic contrast with the {{bright neon city lights}} in the background,bokeh,from side,wide shot,
人物形象	原版服装	\nblack round glasses,black dress,sleeveless,short dress,loose dress,black ribbon,bare foot,dirty face,tattered clothes,
人物形象	落日刀客	\nsunset lighting,golden hour,warm lighting,cold glaze effect,atmospheric lighting,dramatic lighting,backlighting,traditional clothing,elegant dress,embroidered clothing,golden embroidery,butterfly embroidery,detailed embroidery,ornate clothing,flowing fabric,large sword,oversized weapon,huge blade,intimidating weapon,at waist,sword sheath,menacing blade,contrast,belt,katana,traditional sword,standing pose,elegant posture,serene expression,calm demeanor,stoic face,serious expression,outdoor scene,evening atmosphere,cinematic composition,detailed background,contrast theme,delicate vs powerful,beauty and beast theme,master,
人物形象	层林秋落	\nletterboxed,1.5::many maple leaf,autumn leaves,blurry foreground,sky background,::,shaow,shaow light,1.5::many falling leaves,behind falling leaves::,morning,maple tree,from below,cloud,wind,speed lines,looking back,from side,outside border,looking at viewer,\n1girl,sundress,straw hat,smile,open eyes,arms behind back,
人物形象	别来寄书	\nchar1：1boy,solo,traditional male clothes,simple student robe,determined eyes,reading scroll,stacks of books,writing with brush,studying late at night,flickering candlelight,cozy humble room,worn wooden desk,focused lighting,dreaming look,subtle hope,ink bottle,paper,\nchar2：traditional female clothes,tattered kimono,streaming tears,reddened eyes,heartbroken,holding divorce paper,blank scroll,collapsing kneeling,at grand mansion gate,pouring rain,stormy clouds,dramatic lighting,deep shadows,expression of despair,torn robe details,lonely figure,cold atmosphere,emotional impact,
人物形象	废墟彩虹	\npvc clothes,floating hair,hair flowing lines,cybernetic elements,rainbow accents,long flowing rainbow hair,vibrant spectrum colors,shimmering,iridescent,glowing,light trails,vibrant,futuristic,magical,vibrant colors,clean lines,rainbow gradients,high contrast,luminous colors,front view,intricate hair texture,subtle glowing lines,delicate details,reflection in eyes,looking at viewer,glitch,energetic expression,smile,futuristic idol outfit,translucent fabric,wide shot,holding spray can,sentimental graffiti,graffiti style,from above,purple theme,urban decay background,glowing effects,sitting,ruin,
人物形象	真龙在世	\n{{closed eyes}},blindfold,{alternate costume},{{{hanfu}}},{{dragon robe,longpao,eastern dragon,elegant}},close-up,loose hair,expressionless,queen,layered sleeves,wide sleeves,{{{china palace}}},{{{purple clothe,dragon print}}},sitting,close-up,china crown,china throne,hair stick,chinese hairpin,tassel,golden dragon,
人物形象	林池引蝶	\n{{loli,full body}}{{{{wedding,wedding dress,sitting by the water,three quarter views,looking away,gauze garment,see-through,forest,blue fluorescence,sitting on the tree roots,rise a hand,glowing butterfly}}}},
人物形象	打扫现场女仆	\n1girl,looking at viewer,smile,closed mouth,short sleeves,frills,puffy sleeves,black dress,puffy short sleeves,maid,maid headdress,v,neck ribbon,blood,from above,white apron,maid apron,frilled apron,broom,chromatic aberration,blood on clothes,blood splatter,holding broom,mop,holding mop,
人物形象	面具猎人	\n{holding a stick as a weapon},{smooth skin},no eyes,blue light,blue glowing,{{strong limbs and muscles}},nake,broken cloak,letterboxed,white mask,no face,holding giant scythe,
人物形象	锁缚病人	\n1girl,intravenous drip,sitting,cuffs,shackles,chain,flower,white dress,barefoot,white theme,white flower,a shot with tension,
人物形象	打破玻璃	\n1girl,baseball bat,black skirt,blood,blood on weapon,blood trail,blush,broken glass,closed mouth,floor,from above,glass,holding baseball bat,indoors,looking up,open clothes,open jacket,pencil skirt,shadow,shoes,smile,solo,v,
人物形象	雨中逃亡	\n1girl,rain,fingerless gloves,night,white shirt,outdoors,black boots,black jacket,black gloves,teeth,wet,open jacket,clenched teeth,one knee,long sleeves,wet clothes,torn pantyhose,thigh strap,belt,building,off shoulder,
人物形象	冰封棺木内少女	\n2::hanfu,traditional chinese clothing,blue and white clothing,long skirt::,qingdai guanmao,beads,1.5::expressionless,cold,lying in a coffin,coffin::,pale complexion,hands on stomach,corpse,{{{pale face}}},
人物形象	神蛇巫女	\nsitting,wariza,looking back,bare back,back_tattoo,{{close-up}},kimono,thick liquid,giant snake,blood,blurry,bokeh,glowing eyes,
人物形象	丧礼妻子	\nblack kimono,from side,rain,mourning,funeral,sad,earrings,ring,
人物形象	花房军官	\narched window,belt,brooch,capelet,epaulettes,falling petals,fingerless gloves,full body,greenhouse,gun on back,hat feather,high-waist shorts,looking at viewer,military uniform,petals,red feathers,red flower,red rose,standing,sunlight,tricorne,wavy hair,weapon on back,
人物形象	怀抱向日葵的天使	\n{ambiguous gender},{yellow highlight},blue shadow,{overexposure},holding flower pot,sunflower,feathered wings,white wings,dappled sunlight,{upper body},eye focus,expressionless,{wind},straight-on,facing viewer,
人物形象	远方眺望	\n{stunning composition},vibrant colors,tidy,white light,sidelight,light and shadow,intense shadow,a girl,loli,solo,wind,aristocratic clothing,europe,florence,{{{{from the side}}}},supporting his chin with his hand,balcony,railing,outdoor scenery,a girl stood on the balcony,leaning against the railing and gazing into the distance,
人物形象	林间侦察野人	\n1girl,too many leaf foreground,tan,dappled sunlight,shiny skin,leaf bra,upper body,dark shadow on body,looking at down,squatting on big branch,squatting on tree,forehead,hair flower,spread knees,native american,red tattoo body,feather,ivory necklace,face mark,backlight,bow at back,quiver at hip,midair,1arm up,angry,holding stone knife,dappled sunlight,
人物形象	导演指挥	\nfilm strip border,indoors,crowd,lights,clapperboard,table,movie projector,floodlights,machines,materials,device,equipment,slice of life,girl,bishoujo,director,looking away,scowl,annoyed,shouting,director costume,black hairband,black neckerchief with blue stripe adorn,brown collared vest,grey jacket on shoulders,sleeves rolled up,black pants,sitting on director’s chair,folding chair,crossed legs,holding megaphone,arm rest,
人物形象	刀客醉饮	\njapanese clothes,sheath,white kimono,looking at viewer,sheathed,red hairband,holding sword,katana,sitting,off shoulder,choko (cup),sake bottle,wide sleeves,tokkuri,long sleeves,bare shoulders,cleavage,scabbard,legs,hair intakes,barefoot,sleeves past,wrists,floral print,sash,feet out of frame,bare legs,branch,
人物形象	窗边起风	\nday,classroom,bubbles,window,curtains,school desk,1girl,fashion,chic,floating hair,adjusting hair,half-closed eye,one eye closed,looking at viewer,blush,serafuku,plaid clothes,white sailor collar,short sleeves,midriff,groin,miniskirt,plaid skirt,pleated skirt,skirt lift,sitting,lean on the desk,wind lift,white panties,kneehighs,uwabaki,panty shot,from side,
人物形象	自拍时刻	\nlooking at viewer,long sleeves,upper body,heart,earrings,hood,grey background,sweater,hands up,sleeves past wrists,v,hoodie,portrait,ear piercing,red nails,smartphone,hood up,eyeshadow,holding phone,covered mouth,selfie,black sweater,black hoodie,heart earrings,multiple rings,
人物形象	夏日晚宴	\nocean,summer,dusk,twilight,dark,vibrant,reverse light,backlighting,{colorful},messy hair,{half-closed eyes},looking at viewer,confident expression,necklace,multiple necklace,{{holding glass}},wine glass,slender figure,{{{{{{black silk dress}}}}}},{{{{silver glitter}}}},see-through fabric,{{{lace trim visible}}},{{black lace lingerie underneath}},{{translucent sleeves}},{{{{delicate embroidery}}}},soft shadows,detailed fabric textures,realistic skin shading,{{{{see-through dress}}}},{{{{areola visible through clothes}}}},single bare shoulder,from side,dutch angle,
人物形象	病娇规划	\nindoor,scenery,{volumetric lighting},window,terrifying atmosphere,scared,bloody,long sleeves,closed mouth,upper body,indoors,holding knife,water,plaid dress,dutch angle,blood,expressionless,head down,from below,knife,reflection,tiles,bathroom,tile wall,blood on weapon,blood on knife,sink,faucet,kitchen knife,
人物形象	沙滩蹲望	\nholding shoes,barefoot,beach,ocean,outdoors,sleeveless dress,squatting,sun hat,sun dress,thighs,white bag,white dress,white flower,white hat,no panties,up skirt,
人物形象	染血	\n:d,bare shoulders,blood in hair,blood on clothes,blood on face,blue dress,chest tattoo,collarbone,detached collar,frilled dress,frills,hand on own cheek,off-shoulder dress,open mouth,shade,smile,upper body,
人物形象	血染婚纱	\nblood,blood on clothes,blood on face,bridal veil,closed mouth,glint,handgun,holding gun,off-shoulder dress,off shoulder,veil,white dress,white gloves,white rose,
人物形象	海边摄影	\nsliver round rimless glasses,white stud earrings,floating hair,dark black sweater,unbuttoned white shirt collar,holding shoes,skinny,young,innocent,express quiet and refined,casual outfit,beach,camera around neck,from side,light blush,looking at viewer,ocean,single-lens reflex camera,smile,viewfinder,wind,1girl,cowboy shotsolo,looking at viewer,blush,open mouth,standing,hands up,zettai ryouiki,skindentation,animal,slit pupils,claw pose,
